173,对乙酰氨基酚片,英文名称：Paracetamol Tablets,http://img.39.net/ypk/images/nopic.gif,"http://img.39.net/ypk/images/nopic.gif,",解热镇痛类药，用于发热、头痛、关节痛等。,伊春药业有限公司 0458-3602854,gan_mao,"star0,star0,star0,","icon2,icon5,icon4,icon13,",感冒 流行性感冒 偏头痛 痛经 疼痛 头痛,对乙酰氨基酚片,本品每片含主要成份对乙酰氨基酚0.3克。辅科为淀粉、胶化淀粉、聚乙烯吡咯烷酮、硬脂酸、滑石粉、山梨酸钾、羟丙基甲基纤维素、三乙酸甘油酯。,"口服。用温开水送服或用温开水分散后口服。 12岁以下儿童用量:年龄（岁）3-6,体重（公斤）14-21,一次用量（片）1.5-2,次数:若持续发热或疼痛，可间隔4-6小时重复用药一次，24小时内不得超过4次。 年龄（岁）7-9,体重（公斤）22-27,一次用量（片）2-3,次数:若持续发热或疼痛，可间隔4-6小时重复用药一次，24小时内不得超过4次。 年龄（岁）10-12,体重（公斤）28-32,一次用量（片）3-3.5,次数:若持续发热或疼痛，可间隔4-6小时重复用药一次，24小时内不得超过4次。",严重肝肾功能不全患者及对本品过敏者禁用。,（1）对阿司匹林过敏者一般对本品不发生过敏反应。但有报告在因阿司匹林过敏发生哮喘的病人中，少数病人可在服用本品后发生支气管痉挛。 （2）酒精中毒、患肝病或病毒性肝炎时，本品有增加肝脏毒性的危险，应慎用。 （3）肾功能不全者长期大量使用本品，有增加肾脏毒性的危险，应慎用。 （4）因疼痛服用此药时，不得连续使用5天以上，退热治疗不得超过3天，除非另有医嘱 （5）服用本品后出现红斑或水肿症状应立即停药。 （6）将此药放在儿童不易触及之处，万一发生过量服药现象，应立即就医。 （7）本品仅为对症治疗药，在使用本品的同时，应尽可能进行病因治疗。 （8）对诊断的干扰：①血糖测定，应用葡萄糖氧化酶／过氧化酶法测定时可得假性低值，而用己糖激酶／6-磷酸脱氢酶法测定时则无影响；②血清尿酸测定，应用磷钨酸法测定时可得假性高值；③测定尿5-羟吲哚醋酸（5-HIAA），用亚硝基奈酚试剂作定性过筛试验时可得假阳性结果，定量试验不受影响；④肝功能试验，大剂量或长期使用时，凝血酶原时间、血清胆红素、LDH、血清转氨酶均可增高。,常规剂量下，对乙酰氨基酚的不良反应很少，偶尔可引起恶心、呕吐、出汗、腹痛、皮肤苍白等，少数病例可发生过敏性皮炎（皮疹、皮肤瘙痒等）、粒细胞缺乏、血小板减少、高铁血红蛋白血症、贫血、肝肾功能损害等，很少引起胃肠道出血。,解热镇痛类药，用于发热、头痛、关节痛等。,http://ypk.39.net/750721/
155,对乙酰氨基酚片,英文名称：PARACETAMOL TABLETS,http://img.39.net/ypk/images/nopic.gif,"http://img.39.net/ypk/images/nopic.gif,",解热镇痛类药，用于发热、头痛、关节痛等。,云南金碧制药有限公司,gan_mao,"star0,star0,star0,","icon2,icon5,icon4,icon13,",感冒 流行性感冒 偏头痛 痛经 疼痛 头痛,对乙酰氨基酚片 偏头痛 流行性感冒 痛经 关节痛 神经痛,对乙酰氨基酚,"口服。用温开水送服或用温开水分散后口服。 12岁以下儿童用量:年龄（岁）3-6,体重（公斤）14-21,一次用量（片）1.5-2,次数:若持续发热或疼痛，可间隔4-6小时重复用药一次，24小时内不得超过4次。 年龄（岁）7-9,体重（公斤）22-27,一次用量（片）2-3,次数:若持续发热或疼痛，可间隔4-6小时重复用药一次，24小时内不得超过4次。 年龄（岁）10-12,体重（公斤）28-32,一次用量（片）3-3.5,次数:若持续发热或疼痛，可间隔4-6小时重复用药一次，24小时内不得超过4次。",严重肝肾功能不全患者及对本品过敏者禁用。,（1）对阿司匹林过敏者一般对本品不发生过敏反应。但有报告在因阿司匹林过敏发生哮喘的病人中，少数病人可在服用本品后发生支气管痉挛。 （2）酒精中毒、患肝病或病毒性肝炎时，本品有增加肝脏毒性的危险，应慎用。 （3）肾功能不全者长期大量使用本品，有增加肾脏毒性的危险，应慎用。 （4）因疼痛服用此药时，不得连续使用5天以上，退热治疗不得超过3天，除非另有医嘱 （5）服用本品后出现红斑或水肿症状应立即停药。 （6）将此药放在儿童不易触及之处，万一发生过量服药现象，应立即就医。 （7）本品仅为对症治疗药，在使用本品的同时，应尽可能进行病因治疗。 （8）对诊断的干扰：①血糖测定，应用葡萄糖氧化酶／过氧化酶法测定时可得假性低值，而用己糖激酶／6-磷酸脱氢酶法测定时则无影响；②血清尿酸测定，应用磷钨酸法测定时可得假性高值；③测定尿5-羟吲哚醋酸（5-HIAA），用亚硝基奈酚试剂作定性过筛试验时可得假阳性结果，定量试验不受影响；④肝功能试验，大剂量或长期使用时，凝血酶原时间、血清胆红素、LDH、血清转氨酶均可增高。,常规剂量下，对乙酰氨基酚的不良反应很少，偶尔可引起恶心、呕吐、出汗、腹痛、皮肤苍白等，少数病例可发生过敏性皮炎（皮疹、皮肤瘙痒等）、粒细胞缺乏、血小板减少、高铁血红蛋白血症、贫血、肝肾功能损害等，很少引起胃肠道出血。,解热镇痛类药，用于发热、头痛、关节痛等。,http://ypk.39.net/701078/
258,对乙酰氨基酚片,英文名称：Paracetamol Tablets,http://img.39.net/ypk/images/nopic.gif,"http://img.39.net/ypk/images/nopic.gif,",解热镇痛类药，用于发热、头痛、关节痛等。,云南省陇川县章凤制药厂,gan_mao,"star0,star0,star0,","icon2,icon5,icon4,icon13,",感冒 流行性感冒 偏头痛 痛经 疼痛 头痛,对乙酰氨基酚片 偏头痛 流行性感冒 流感,本品主要成分是对乙酰氨基酚，其化学名为N-（4-羟基苯基）乙酰胺。,口服。6～12岁儿童，一次0.5片；12岁以上儿童及成人一次1片，若持续发热或疼痛，可间隔4-6小时重复用药一次，24小时内不得超过4次。,严重肝肾功能不全患者及对本品过敏者禁用。,（1）对阿司匹林过敏者一般对本品不发生过敏反应。但有报告在因阿司匹林过敏发生哮喘的病人中，少数病人可在服用本品后发生支气管痉挛。 （2）酒精中毒、患肝病或病毒性肝炎时，本品有增加肝脏毒性的危险，应慎用。 （3）肾功能不全者长期大量使用本品，有增加肾脏毒性的危险，应慎用。 （4）因疼痛服用此药时，不得连续使用5天以上，退热治疗不得超过3天，除非另有医嘱 （5）服用本品后出现红斑或水肿症状应立即停药。 （6）将此药放在儿童不易触及之处，万一发生过量服药现象，应立即就医。 （7）本品仅为对症治疗药，在使用本品的同时，应尽可能进行病因治疗。 （8）对诊断的干扰：①血糖测定，应用葡萄糖氧化酶／过氧化酶法测定时可得假性低值，而用己糖激酶／6-磷酸脱氢酶法测定时则无影响；②血清尿酸测定，应用磷钨酸法测定时可得假性高值；③测定尿5-羟吲哚醋酸（5-HIAA），用亚硝基奈酚试剂作定性过筛试验时可得假阳性结果，定量试验不受影响；④肝功能试验，大剂量或长期使用时，凝血酶原时间、血清胆红素、LDH、血清转氨酶均可增高。,常规剂量下，对乙酰氨基酚的不良反应很少，偶尔可引起恶心、呕吐、出汗、腹痛、皮肤苍白等，少数病例可发生过敏性皮炎（皮疹、皮肤瘙痒等）、粒细胞缺乏、血小板减少、高铁血红蛋白血症、贫血、肝肾功能损害等，很少引起胃肠道出血。,解热镇痛类药，用于发热、头痛、关节痛等。,http://ypk.39.net/498693/
174,3克清凉油,英文名称：QingLiangYou(LongHu),http://img.39.net/yp/360/2nd/S/5/509814.jpg,"http://img.39.net/yp/360/2nd/L/5/509814.jpg,http://pimg.39.net//PictureLib/A/f80/c9/20151203/org/582822.jpg,http://pimg.39.net//PictureLib/A/f80/c9/20151203/org/582840.jpg,http://pimg.39.net//PictureLib/A/f80/c9/20151203/org/582855.jpghttp://pimg.39.net/y",驱风镇痛，消炎止痒，清凉。主治外感风寒，风热中暑，蚊虫螫咬，烧伤烫伤以及晕车晕船。,上海中华药业有限公司,gan_mao,"star4,star3,star4,","icon2,icon9,icon13,",烫伤 晕车 热中 中暑 烧伤,热中 烧伤 中暑 眩晕 头痛 烫伤 晕车,薄荷脑、薄荷油、樟脑油、樟脑、桉油、丁香油、桂皮油。��,外用。需要时涂于太阳穴或患处。,尚不明确。,1 眼睛、外阴等皮肤粘膜及破损处禁用。 2 本品为外用药，不可内服。 3 涂布部位如有明显灼热感或瘙痒、局部红肿等情况，应停止用药，洗净，必要时向医师咨询。 4 对本品过敏者禁用，过敏体质者慎用。 5 本品性状发生改变时禁止使用。 6 儿童必须在成人监护下使用。 7 请将本品放在儿童不能接触的地方。 8 如正在使用其他药品，使用本品前请咨询医师或药师。,尚不明确,驱风镇痛，消炎止痒，清凉。主治外感风寒，风热中暑，蚊虫螫咬，烧伤烫伤以及晕车晕船。,http://ypk.39.net/509814/
217,万宝油,英文名称：WanBaoYou,http://img.39.net/yp/s/16/822147.jpg,"http://img.39.net/yp/20130916/4/822147.jpg,http://pimg.39.net/yaopin/201811/14/01/20181114011418329092.jpg,",清凉，镇痛，驱风，消炎，抗菌。用于伤风感冒，中暑目眩，头痛牙痛，筋骨疼痛，舟车晕浪，轻度水火烫伤，蚊虫叮咬。,福建省力菲克药业有限公司 0597-2792888,gan_mao,"star4,star3,star4,","icon2,icon9,icon13,",头痛 牙痛 疼痛 烫伤 伤风 感冒,万宝油 伤风 中暑 烫伤,薄荷脑、樟脑、薄荷油、桉油、丁香酚、肉桂油、广藿香油、血竭、甘松油。,外用，擦太阳穴或涂于患处。,皮肤破损处忌用。,请遵医嘱。,尚不明确。,清凉，镇痛，驱风，消炎，抗菌。用于伤风感冒，中暑目眩，头痛牙痛，筋骨疼痛，舟车晕浪，轻度水火烫伤，蚊虫叮咬。,http://ypk.39.net/822147/
187,万应胶囊,英文名称：WanYingJiaoNang,http://img.39.net/yp/2010/1/3/Tad81c794929.jpg,"http://img.39.net/yp/20130913/625429.jpg,http://pimg.39.net/yaopin/201811/15/16/20181115165011260400.jpg,http://pimg.39.net/yaopin/201811/15/16/20181115165008258724.jpg,http://pimg.39.net/yaopin/201811/15/16/20181115165005996539.jpg,http://pimg.39.net/yao",清热，镇惊。解毒；用于口舌生疮，牙龈、咽喉肿痛；小儿高热，烦躁易惊等。,四川西昌杨天制药有限公司,gan_mao,"star2,star3,star3,","icon3,icon5,icon13,",口舌生疮 舌生疮 高热,万应胶囊 感冒 登革热 SARS 病毒性咽炎 小儿发烧 口舌生疮 高热 舌生疮,黄连、熊胆、廨香、年黄等。,口服。一次1～2粒，一日2次，三岁以内小儿酌减。,尚不明确。,孕妇慎用。,尚不明确。,清热，镇惊。解毒；用于口舌生疮，牙龈、咽喉肿痛；小儿高热，烦躁易惊等。,http://ypk.39.net/625429/
43,万应茶,英文名称：WanYingCha,http://img.39.net/yp/s/10/785354.jpg,"http://img.39.net/yp/20130913/3/785354.jpg,http://pimg.39.net/yaopin/201811/14/01/20181114011411308245.jpg,",疏风解表，健脾和胃，祛痰利湿。用于外感风寒，食积腹痛，呕吐泄泻，胸满腹胀。,永定采善堂制药有限公司,gan_mao,"star0,star0,star0,","icon2,icon13,",腹痛 腹胀 呕吐,万应茶 腹胀,大黄(酒制)、广藿香、香薷、羌活、紫苏叶、苍术、白术(土炒)、厚朴（姜制）、半夏(姜制)、茯苓、陈皮(制)、茶叶等味。,开水泡服或煎服，一次12克，一日3次。,尚不明确。,请遵医嘱。,尚不明确。,疏风解表，健脾和胃，祛痰利湿。用于外感风寒，食积腹痛，呕吐泄泻，胸满腹胀。,http://ypk.39.net/785354/
32,三金感冒片,,http://img.39.net/ypk/images/nopic.gif,,清热解毒。用于风热感冒，症见发热、咽痛、口干。,,gan_mao,,"icon2,icon13,",,,阿司匹林。化学名称：2―(乙酰氧基)苯甲酸，分子式：C9H8O4分子量：180.2,口服。4～8岁儿童，一次0.5片；8～14岁儿童，一次1片；14岁以上儿童及成人，一次1～2片；若持续发热或疼痛，可间隔4~6小时重复用药1次，24小时不超过4次。,1、 对本品过敏者禁用； 2、 下列情况应禁用： ① 活动性溃疡病或其他原因引起的消化道出血； ② 血友病或血小板减少症； ③ 有阿司匹林或其他非甾体抗炎药过敏史者，尤其是出现哮喘、神经血管性水肿或休克者。,（1） 叉过敏反应。对本品过敏时也可能对另一种水杨酸类药或另一种非水杨酸类的非甾体抗炎药过敏。但非绝对。必须警惕交叉过敏的可能性。 （2） 对诊断的干扰： 1） 期每日用量超过2.4g时，硫酸铜尿糖试验可出现假阳性。葡萄糖酶尿糖试验可出现假阴性； 2） 可干扰尿酮体试验； 3） 当血药浓度超过130μg/ml时，用比色法测定血尿酸可得假性高值，但用尿酸酶法则不受影响； 4） 用荧光法测定尿5-羟吲哚醋酸（5-HIAA）时可受本品干扰； 5） 尿香草基杏仁酸（VMA）的测定，由于所用方法不同，结果可高可低； 6） 由于本品抑制血小板聚集，可使出血时间延长。剂量小到 40mg/日也会影响血小板功能，但是临床上尚未见小剂量（〈150mg/日〉引起出血的报道； 7） 肝功能试验，当血药浓度〉250μg/ml时，丙氨酸氨基转移酶、门冬氨酸氨基转移酶及血清碱性磷酸酶可有异常改变，剂量减少时可恢复政党； 8） 大剂量应用，尤其是血药浓度〉300μg/ml时凝血酶原时间可延长； 9） 每天用量超过5g血清胆固醇低； 10） 由于本品作用于肾小管，使钾排泄增多，可导致血钾降低； 11） 大剂量应用本品时，用放射免疫法测定血清甲状腺素（T4）及三碘甲状腺素（T3）可得较低结果； 12） 由于本品与酚磺酞在肾小管竞争性排泄，而使酚磺酞排泄减少（即PSP排泄试验） （3） 下列情况应慎用： 1） 有哮喘及其他过敏性反应时； 2） 葡萄糖-6-磷酸脱氢酶缺陷者（本品偶见引起溶血性贫血）； 3） 痛风（本品可影响其他排尿酸药的作用于，小剂量时可能引起尿酸滞留）； 4） 肝功能减退时可加重肝脏毒性反应，加重出血倾向，肝功能不全和肝硬变患者易出现肾脏不良反应； 5） 心功能不全或高血压，大量用药时可能引起心力衰竭或肺水肿； 6） 肾功能不全时有加重肾脏毒性的危险； 7） 血小板减少者。 （4）长期大量用药时应定期检查红细胞压积、肝功能及血清水杨酸含量。,"一般用于解热镇痛的剂量很少引起不良反应。长期大量用药（如治疗风湿热）、尤其当药物血浓度〉200μg/ml时较易出现不良反应。血药浓度愈高，不良反应愈明显。 （1） 见的有恶心、呕吐、上腹部不适或疼痛（由于本品对胃粘膜的直接刺激引起）等胃肠道反应（发生率3%～9%），停药后多可消失。长期或大剂量服用可有胃肠道出血或溃疡。 （2） 中枢神经：出现可逆性耳鸣、听力下降，多在服用一定疗程，血药浓度达200～300 g/L后出现。 （3） 过敏反应：出现于0．2%的病人,表现为哮喘、荨麻疹、血管神经性水肿或休克。多",抑制血小板聚成，防止血栓形成，治疗和预防短暂脑缺血发作、脑血栓、冠心病、心肌梗塞、偏头疼、人工心脏瓣膜，动静脉漏和其他手术后的血栓形成，血栓闭塞性脉管炎等。,http://ypk.39.net/789940/
209,三金片,,http://img.39.net/yp/360/xs/509456.jpg,,用于下焦湿热所致的热淋、小便短赤、淋沥涩痛、尿急频数；急慢性肾盂肾炎、膀胱炎、尿路感染见上述证候者；慢性非细菌性前列腺炎肾虚湿热下注证。,,gan_mao,,"icon1,icon5,icon4,icon13,",,,,,,,,,http://ypk.39.net/509456/
69,三金片,英文名称：SanJinPian,http://img.39.net/yp/360/xs/509456.jpg,"http://img.39.net/yy/2013/4/10/43ce6c99a47.jpg,http://pimg.39.net/yaopin/201811/15/23/20181115234548568704.jpg,http://pimg.39.net/yaopin/201811/15/23/20181115234545256005.jpg,http://pimg.39.net/yaopin/201811/15/23/20181115234551968469.jpg,http://pimg.39.n",用于下焦湿热所致的热淋、小便短赤、淋沥涩痛、尿急频数；急慢性肾盂肾炎、膀胱炎、尿路感染见上述证候者；慢性非细菌性前列腺炎肾虚湿热下注证。,桂林三金药业股份有限公司,gan_mao,"star3,star3,star3,","icon1,icon5,icon4,icon13,",湿热 小便短赤 尿急 慢性肾盂肾炎 肾盂肾炎 肾炎,三金片 肾炎 尿路感染 膀胱炎 前列腺炎 湿热下注 湿热 小便短赤 尿比重下降 尿频 尿急,金樱根、菝葜、羊开口、金沙藤、积雪草。,口服。 1.慢性非细菌性前列腺炎：一次3片，一日3次。疗程为4周。 2.其他适应症：一次3片，一日3～4次。,孕妇禁用。,1.忌烟、酒及辛辣食物。 2.不宜在服药期间同时服用滋补性中药。 3.有高血压、心脏病、糖尿病、肝病、肾病等慢性病严重者应在医师指导下服用。 4.服药3天症状无缓解，应去医院就诊。 5.儿童、年老体弱者应在医师指导下服用。 6.对本品过敏者禁用，过敏体质者慎用。 7.药品性状发生改变时禁止服用。 8.儿童必须在成人监护下使用。 9.请将此药品放在儿童不能接触的地方。 10.如正在服用其他药品，使用本品前请咨询医师或药师。,尚不明确。,用于下焦湿热所致的热淋、小便短赤、淋沥涩痛、尿急频数；急慢性肾盂肾炎、膀胱炎、尿路感染见上述证候者；慢性非细菌性前列腺炎肾虚湿热下注证。,http://ypk.39.net/509456/
